"country","stat_name","estimate","se","ci_lo","ci_hi"
"EE_2013","baseline_3pct_atkinson05_ok",1,0,1,1
"EE_2013","baseline_3pct_atkinson05_keptmin",0.897861482630058,0.00180970291422073,0.894314464918185,0.90140850034193
"EE_2013","baseline_3pct_atkinson05_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_atkinson1_nw",0.7201198306289,0.00488787618498539,0.710539593306329,0.729700067951471
"EE_2013","baseline_3pct_atkinson1_nwx",0.731071677451948,0.00445136602305858,0.722347000046753,0.739796354857143
"EE_2013","baseline_3pct_atkinson1_ratio",0.98501669494867,0.000710188780583587,0.983624724938726,0.986408664958614
"EE_2013","baseline_3pct_atkinson1_ok",1,0,1,1
"EE_2013","baseline_3pct_atkinson1_keptmin",0.897861482630058,0.00180970291422073,0.894314464918185,0.90140850034193
"EE_2013","baseline_3pct_atkinson1_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_atkinson2_nw",0.99908067372659,0.000112730431994607,0.998859722079881,0.9993016253733
"EE_2013","baseline_3pct_atkinson2_nwx",0.999061857759612,0.000109566329578515,0.998847107753638,0.999276607765586
"EE_2013","baseline_3pct_atkinson2_ratio",1.00001883368242,2.90656459560294e-05,0.999961865016347,1.00007580234849
"EE_2013","baseline_3pct_atkinson2_ok",1,0,1,1
"EE_2013","baseline_3pct_atkinson2_keptmin",0.897861482630058,0.00180970291422073,0.894314464918185,0.90140850034193
"EE_2013","baseline_3pct_atkinson2_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_ge2_bach1_nw",6.83879456949057,0.231664740000044,6.38473167909048,7.29285745989066
"EE_2013","baseline_3pct_ge2_bach1_nwx",8.26368100525261,0.308455750112396,7.65910773503232,8.86825427547291
"EE_2013","baseline_3pct_ge2_bach1_ratio",0.827646079105449,0.00343217442139525,0.820919017239514,0.834373140971383
"EE_2013","baseline_3pct_ge2_bach1_ok",1,0,1,1
"EE_2013","baseline_3pct_ge2_bach1_keptmin",1,0,1,1
"EE_2013","baseline_3pct_ge2_bach1_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_ge_theil_bach1_nw",1.14023731346929,0.0166815702532411,1.10754143577294,1.17293319116564
"EE_2013","baseline_3pct_ge_theil_bach1_nwx",1.25428279554996,0.0151375762689127,1.22461314606289,1.28395244503703
"EE_2013","baseline_3pct_ge_theil_bach1_ratio",0.909057590873781,0.00291422622966139,0.903345707463645,0.914769474283917
"EE_2013","baseline_3pct_ge_theil_bach1_ok",1,0,1,1
"EE_2013","baseline_3pct_ge_theil_bach1_keptmin",1,0,1,1
